Time,Consuming time/s,Producing time/s,Response time,Message size/bytes,Ingestion rate/s,CPU utilization/MB,Memory consumption/MB,Disk usage/MB,Topic space/MB,Total time/s
23:21:12,2.985671,3.527892,0.021727,18144,7,1.21,1.143,449,59,21884
23:21:15,3.346752,3.891679,0.018034,18144,7,1.19,1.143,449,59,21887
23:21:18,3.882675,3.429875,0.020117,18144,7,1.24,1.143,449,59,21890
23:21:22,2.967148,3.511958,0.020101,24192,7,1.3,1.143,449,59,21894
23:21:25,3.371741,3.914667,0.021025,18144,7,1.26,1.143,449,59,21897
23:21:28,3.934709,3.480734,0.018707,18144,7,1.04,1.143,449,59,21900
23:21:31,2.997148,3.547616,0.018838,18144,7,1.32,1.144,449,59,21903
23:21:34,3.077914,3.6253,0.01803,18144,7,1.29,1.143,449,59,21906
23:21:38,3.147576,3.698924,0.018878,24192,7,1.22,1.143,449,59,21910
23:21:41,4.457432,4.084578,0.022827,20736,8,1.2,1.143,449,59,21913
23:21:44,3.042053,3.589179,0.018904,18144,7,1.35,1.144,449,59,21916
23:21:47,3.103406,3.646504,0.019651,18144,7,1.25,1.144,449,59,21919
23:21:51,3.063791,3.612242,0.017207,24192,7,1.18,1.144,449,59,21923
23:21:54,2.910526,3.455474,0.023534,18144,7,1.21,1.144,449,59,21926
23:21:57,3.072895,3.620256,0.019199,18144,7,1.2,1.144,449,59,21929
23:22:00,3.687989,3.234304,0.02006,18144,7,1.21,1.144,449,59,21932
23:22:03,4.142886,3.769216,0.020612,20736,8,1.23,1.144,449,59,21935
23:22:07,3.133968,3.678326,0.01829,24192,7,1.16,1.144,449,59,21939
23:22:10,3.096346,3.641759,0.018649,18144,7,1.43,1.144,449,59,21942
23:22:13,3.15862,3.705507,0.018572,18144,7,1.28,1.144,449,59,21945
23:22:16,3.329822,3.874591,0.017971,18144,7,1.27,1.143,449,59,21948
23:22:19,4.273461,3.897063,0.020261,20736,8,1.24,1.143,449,59,21951
23:22:23,2.776745,3.320427,0.019354,24192,7,1.25,1.144,449,59,21955
23:22:26,3.121864,3.674999,0.018206,18144,7,1.31,1.143,449,59,21958
23:22:29,3.117291,3.667523,0.018267,18144,7,1.32,1.143,449,59,21961
23:22:32,3.404032,3.954676,0.018487,18144,7,1.2,1.144,449,59,21964
23:22:36,3.024989,3.574342,0.019639,24192,7,1.38,1.143,449,59,21968
23:22:39,3.180228,3.724505,0.018888,18144,7,1.24,1.144,449,59,21971
23:22:42,4.292677,3.914703,0.02218,20736,8,1.32,1.144,449,59,21974
23:22:45,4.479432,4.100146,0.023138,20736,8,1.24,1.144,449,59,21977
23:22:48,4.454983,4.07698,0.022018,20736,8,1.4,1.144,450,59,21980
23:22:52,3.224171,3.768775,0.019253,24192,7,1.33,1.144,450,59,21984
23:22:55,3.09625,3.638835,0.020199,18144,7,1.32,1.144,450,59,21987
23:22:58,3.039284,3.582736,0.019865,18144,7,1.21,1.144,450,59,21990
23:23:01,3.282096,3.828247,0.020789,18144,7,1.31,1.144,450,59,21993
23:23:04,3.728656,3.27102,0.020742,18144,7,1.47,1.144,450,59,21996
23:23:08,3.663047,3.210057,0.018474,24192,7,1.49,1.144,450,59,22000
23:23:11,3.662905,3.214462,0.017844,18144,7,1.24,1.143,450,59,22003
23:23:14,2.808607,3.351295,0.02002,18144,7,1.3,1.144,450,59,22006
23:23:17,2.920997,3.465454,0.0202,18144,7,1.24,1.144,450,59,22009
23:23:21,3.762437,3.308056,0.020041,24192,7,1.43,1.143,450,59,22013
23:23:24,3.879359,3.429808,0.017246,18144,7,1.29,1.144,450,59,22016
23:23:27,3.873329,3.41812,0.019215,18144,7,1.34,1.144,450,59,22019
23:23:30,3.110433,3.655839,0.017981,18144,7,2.54,1.144,450,59,22022
23:23:33,3.774785,3.322044,0.019571,18144,7,1.42,1.143,450,59,22025
23:23:37,3.76554,3.3122,0.021097,24192,7,1.17,1.144,450,59,22029
23:23:40,3.728645,3.277292,0.018872,18144,7,1.43,1.144,450,59,22032
23:23:43,3.577608,3.122401,0.019323,18144,7,1.17,1.144,450,59,22035
23:23:46,3.790547,3.34327,0.019697,18144,7,1.22,1.144,450,59,22038
23:23:50,3.664608,3.208972,0.018101,24192,7,1.23,1.144,450,59,22042
23:23:53,3.374167,3.923467,0.017439,18144,7,1.11,1.144,450,59,22045
23:23:56,4.414919,4.037254,0.020721,20736,8,1.2,1.144,450,59,22048
23:23:59,4.282896,3.909794,0.01942,20736,8,1.27,1.144,450,59,22051
23:24:01,2.904381,3.448095,0.019169,12096,7,1.21,1.144,450,59,22053
23:24:05,3.780936,3.330642,0.017134,24192,7,1.37,1.144,450,59,22057
23:24:08,2.925846,3.47361,0.02086,18144,7,1.27,1.144,450,59,22060
23:24:11,3.746293,3.291824,0.017372,18144,7,1.3,1.144,450,59,22063
23:24:14,3.654918,3.206407,0.017422,18144,7,1.28,1.144,450,59,22066
23:24:18,4.345229,3.96748,0.022513,27648,8,1.24,1.144,450,59,22070
23:24:21,3.534469,3.080487,0.018563,18144,7,1.52,1.144,450,59,22073
23:24:24,3.85518,3.40346,0.018446,18144,7,1.31,1.144,450,59,22076
23:24:27,3.172803,3.716549,0.019192,18144,7,1.36,1.144,450,59,22079
23:24:30,4.149206,3.777678,0.020904,20736,8,1.27,1.144,450,59,22082
23:24:34,3.790295,3.335908,0.018192,24192,7,1.21,1.144,450,59,22086
23:24:37,3.572264,3.121178,0.021271,18144,7,1.29,1.144,450,59,22089
23:24:40,3.797918,3.344135,0.017264,18144,7,1.22,1.144,450,59,22092
23:24:43,3.119601,3.67093,0.017451,18144,7,1.19,1.144,450,59,22095
23:24:47,3.747003,3.292722,0.018078,24192,7,1.27,1.144,450,59,22099
23:24:50,3.94502,3.494482,0.0173,18144,7,1.48,1.144,450,59,22102
23:24:53,2.89258,3.440758,0.018042,18144,7,1.21,1.144,450,59,22105
23:24:56,3.030532,3.579762,0.018651,18144,7,1.32,1.144,450,59,22108
23:24:59,3.305098,3.84885,0.01893,18144,7,1.28,1.144,450,59,22111
23:25:03,3.132571,3.674137,0.022617,24192,7,1.35,1.144,450,59,22115
23:25:06,4.581086,4.203371,0.024278,20736,8,1.27,1.144,450,59,22118
23:25:09,3.843125,3.389237,0.019705,18144,7,1.29,1.144,450,59,22121
23:25:12,2.870297,3.414688,0.018937,18144,7,1.24,1.144,450,59,22124
23:25:16,4.304339,3.924908,0.026775,27648,8,1.2,1.144,450,59,22128
23:25:19,3.288976,3.838435,0.018101,18144,7,1.19,1.144,450,59,22131
23:25:22,4.391023,4.013158,0.022083,20736,8,1.14,1.144,450,59,22134
23:25:25,4.264789,3.888385,0.020618,20736,8,1.31,1.144,450,59,22137
23:25:28,3.15309,3.700473,0.018203,18144,7,1.27,1.144,450,59,22140
23:25:32,3.008361,3.552443,0.018795,24192,7,1.15,1.144,450,59,22144
23:25:35,3.030069,3.576365,0.020432,18144,7,1.37,1.144,450,59,22147
23:25:38,3.053466,3.601735,0.017034,18144,7,1.2,1.144,450,59,22150
23:25:41,3.986495,3.534633,0.017297,18144,7,1.34,1.144,450,59,22153
23:25:44,2.982937,3.530305,0.019382,18144,7,1.6,1.144,450,59,22156
23:25:48,3.7962,3.343605,0.018304,24192,7,1.24,1.144,450,59,22160
23:25:51,3.662998,3.210295,0.019779,18144,7,1.29,1.144,450,59,22163
23:25:54,3.720878,3.262459,0.02114,18144,7,1.43,1.144,450,59,22166
23:25:57,3.060401,3.607667,0.018472,18144,7,1.17,1.144,450,59,22169
23:26:01,3.136572,3.680572,0.019873,24192,7,1.45,1.144,450,59,22173
23:26:04,3.747846,3.29535,0.020354,18144,7,1.39,1.144,450,59,22176
23:26:07,3.891609,3.434091,0.020267,18144,7,1.37,1.144,450,60,22179
23:26:10,3.048205,3.592626,0.019293,18144,7,1.47,1.144,450,60,22182
23:26:14,3.872107,3.418602,0.019279,24192,7,1.24,1.144,450,60,22186
23:26:17,3.91463,3.461473,0.017871,18144,7,1.34,1.144,450,60,22189
23:26:20,2.845414,3.387668,0.020543,18144,7,1.59,1.144,450,60,22192
23:26:23,4.657758,4.282095,0.023136,20736,8,1.31,1.144,450,60,22195
23:26:26,3.866581,3.410396,0.018873,18144,7,1.3,1.144,450,60,22198
23:26:30,3.022766,3.570463,0.017734,24192,7,1.6,1.144,450,60,22202
23:26:33,2.987785,3.535383,0.018205,18144,7,1.29,1.144,450,60,22205
23:26:36,3.046298,3.595769,0.017592,18144,7,1.3,1.144,450,60,22208
23:26:39,4.15629,3.780005,0.022146,20736,8,1.29,1.144,450,60,22211
23:26:43,3.792368,3.335512,0.023792,24192,7,1.29,1.144,450,60,22215
23:26:46,3.848574,3.395419,0.018916,18144,7,1.43,1.144,450,60,22218
23:26:49,3.126748,3.677288,0.018623,18144,7,1.45,1.144,450,60,22221
23:26:52,3.044593,3.590115,0.019656,18144,7,1.38,1.144,450,60,22224
23:26:55,3.247434,3.795742,0.019522,18144,7,1.29,1.144,450,60,22227
23:26:59,3.261039,3.807327,0.019748,24192,7,1.22,1.144,450,60,22231
23:27:02,3.761822,3.314558,0.018693,18144,7,1.32,1.144,450,60,22234
23:27:05,3.032289,3.582298,0.017947,18144,7,1.5,1.144,450,60,22237
23:27:08,4.335292,3.95658,0.02259,20736,8,1.46,1.144,450,60,22240
23:27:12,3.184082,3.732602,0.022755,24192,7,1.28,1.144,450,60,22244
23:27:15,4.249476,3.870571,0.023613,20736,8,1.38,1.144,450,60,22247
23:27:18,3.111945,3.654601,0.020841,18144,7,1.44,1.144,450,60,22250
23:27:21,3.120371,3.666447,0.018982,18144,7,1.26,1.144,450,60,22253
23:27:25,3.909257,3.454743,0.018009,24192,7,1.42,1.144,450,60,22257
23:27:28,3.242765,3.787493,0.018662,18144,7,1.23,1.144,450,60,22260
23:27:31,2.983726,3.530195,0.018504,18144,7,1.33,1.144,450,60,22263
23:27:34,3.249027,3.795592,0.017985,18144,7,1.31,1.144,450,60,22266
23:27:37,3.217672,3.763751,0.017869,18144,7,1.21,1.144,450,60,22269
23:27:41,4.600534,4.225389,0.020557,27648,8,1.38,1.144,450,60,22273
23:27:44,4.311114,3.931013,0.023208,20736,8,1.58,1.144,450,60,22276
23:27:47,4.429525,4.052392,0.022225,20736,8,1.29,1.144,450,60,22279
23:27:50,3.989443,3.540647,0.019575,18144,7,1.32,1.144,450,60,22282
23:27:53,3.23243,3.780751,0.020285,18144,7,1.29,1.144,450,60,22285
23:27:57,4.250942,3.873719,0.023746,27648,8,1.18,1.144,450,60,22289
23:28:00,3.88964,3.432708,0.019568,18144,7,1.51,1.144,450,60,22292
23:28:03,4.274716,3.895495,0.022368,20736,8,1.26,1.144,450,60,22295
23:28:06,4.269599,3.891406,0.021359,20736,8,1.45,1.144,450,60,22298
23:28:10,2.965488,3.514077,0.020394,24192,7,1.47,1.144,450,60,22302
23:28:13,3.146863,3.694628,0.019417,18144,7,1.27,1.144,450,60,22305
23:28:16,2.590895,3.055985,0.020534,15552,6,1.27,1.144,450,60,22308
23:28:19,3.069361,3.607727,0.026635,18144,7,1.33,1.144,450,60,22311
23:28:22,2.890113,3.434798,0.022196,18144,7,1.33,1.144,450,60,22314
23:28:26,4.288811,3.909494,0.026826,27648,8,1.21,1.144,450,60,22318
23:28:29,3.525907,3.065981,0.024585,18144,7,1.44,1.144,450,60,22321
23:28:32,3.233127,3.781741,0.022717,18144,7,1.37,1.144,450,60,22324
23:28:35,3.836074,3.376065,0.025222,18144,7,1.33,1.145,450,60,22327
23:28:39,4.285255,3.905521,0.026048,27648,8,1.35,1.144,450,60,22331
23:28:42,3.065963,3.613606,0.02136,18144,7,1.38,1.144,450,60,22334
23:28:45,2.991523,3.532299,0.02351,18144,7,1.32,1.144,450,60,22337
23:28:48,3.912017,3.452586,0.023579,18144,7,1.35,1.144,450,60,22340
23:28:52,4.348887,3.967143,0.025583,27648,8,1.27,1.144,450,60,22344
23:28:55,3.763797,3.309243,0.024322,18144,7,1.32,1.144,450,60,22347
23:28:58,3.621187,3.16833,0.021419,18144,7,1.23,1.144,450,60,22350
23:29:01,4.057296,3.604075,0.022607,18144,7,1.44,1.144,450,60,22353
23:29:05,3.181767,3.724647,0.021382,24192,7,1.27,1.144,450,60,22357
23:29:08,3.564891,3.027853,0.022329,15552,6,1.14,1.144,450,60,22360
23:29:11,2.970655,3.512914,0.022847,18144,7,1.38,1.145,450,60,22363
23:29:14,3.78956,3.331805,0.021249,18144,7,1.36,1.144,450,60,22366
23:29:17,4.323243,3.947881,0.022866,20736,8,1.27,1.145,451,60,22369
23:29:21,4.440872,4.061249,0.022657,27648,8,1.25,1.144,451,60,22373
23:29:24,3.502464,3.049373,0.018912,18144,7,1.33,1.145,451,60,22376
23:29:27,3.706749,3.254404,0.018379,18144,7,1.15,1.145,451,60,22379
23:29:30,3.743829,3.295035,0.016634,18144,7,1.35,1.144,451,60,22382
23:29:34,3.391186,3.939491,0.020232,24192,7,1.22,1.144,451,60,22386
23:29:37,4.479728,4.101889,0.022092,20736,8,1.23,1.144,451,60,22389
23:29:40,4.408523,4.033018,0.021327,20736,8,1.62,1.145,451,60,22392
23:29:43,4.404766,4.032679,0.022382,20736,8,1.36,1.145,451,60,22395
23:29:46,4.240384,3.865453,0.020366,20736,8,1.16,1.144,451,60,22398
23:29:50,4.255761,3.882193,0.022245,27648,8,1.32,1.144,451,60,22402
23:29:53,4.32909,3.958637,0.02159,20736,8,1.23,1.144,451,60,22405
23:29:56,4.578854,4.199678,0.022616,20736,8,1.23,1.145,451,60,22408
23:29:59,4.515423,4.134801,0.025561,20736,8,1.33,1.144,451,60,22411
23:30:03,2.927854,3.471216,0.020692,24192,7,1.28,1.145,451,60,22415
23:30:06,3.298987,3.842852,0.018926,18144,7,1.19,1.145,451,60,22418
23:30:09,3.091409,3.637361,0.020099,18144,7,1.35,1.144,451,60,22421
23:30:12,4.526441,4.149971,0.021466,20736,8,1.26,1.144,451,60,22424
23:30:15,3.673053,3.216499,0.020659,18144,7,1.37,1.145,451,60,22427
23:30:19,3.760517,3.307806,0.020568,24192,7,1.24,1.145,451,60,22431
23:30:22,4.011933,3.557573,0.0196,18144,7,1.25,1.145,451,60,22434
23:30:25,3.227488,3.773076,0.020338,18144,7,1.36,1.145,451,60,22437
23:30:28,3.240214,3.785179,0.020012,18144,7,1.24,1.145,451,60,22440
23:30:32,3.424678,3.97127,0.020655,24192,7,1.27,1.145,451,60,22444
23:30:35,3.738625,3.278954,0.02253,18144,7,1.37,1.145,451,60,22447
23:30:38,3.789348,3.338518,0.018735,18144,7,1.41,1.145,451,60,22450
23:30:41,3.870188,3.418542,0.019022,18144,7,1.38,1.145,451,60,22453
23:30:44,3.058393,3.611459,0.017081,18144,7,1.51,1.145,451,60,22456
23:30:48,4.616183,4.242065,0.020419,27648,8,1.23,1.145,451,60,22460
23:30:51,3.743411,3.295674,0.016913,18144,7,1.39,1.145,451,60,22463
23:30:54,3.808031,3.355409,0.020185,18144,7,1.44,1.145,451,60,22466
23:30:57,3.74997,3.296521,0.018179,18144,7,1.26,1.145,451,60,22469
23:31:01,3.686675,3.237169,0.019239,24192,7,1.26,1.145,451,60,22473
23:31:04,4.611675,4.23545,0.021434,20736,8,1.24,1.145,451,60,22476
23:31:07,3.851207,3.396869,0.02031,18144,7,1.31,1.145,451,60,22479
23:31:10,3.212018,3.761743,0.020522,18144,7,1.26,1.145,451,60,22482
23:31:13,4.152465,3.776441,0.021166,20736,8,1.39,1.145,451,60,22485
23:31:17,2.871571,3.420703,0.019511,24192,7,1.3,1.145,451,60,22489
23:31:20,3.017971,3.564317,0.017663,18144,7,1.37,1.145,451,60,22492
23:31:23,3.684604,4.305873,0.021754,20736,8,1.35,1.145,451,60,22495
23:31:26,3.571958,3.119132,0.017563,18144,7,1.32,1.145,451,60,22498
23:31:30,4.55499,4.180454,0.019636,27648,8,1.43,1.145,451,60,22502
23:31:33,3.545254,3.094004,0.018036,18144,7,1.38,1.145,451,60,22505
23:31:36,3.799156,3.351605,0.016655,18144,7,1.46,1.145,451,60,22508
23:31:39,3.767663,3.313072,0.019487,18144,7,1.44,1.145,451,60,22511
23:31:42,3.811036,3.354507,0.019151,18144,7,1.25,1.145,451,60,22514
23:31:46,3.699781,3.245177,0.017781,24192,7,1.31,1.145,451,60,22518
23:31:49,2.8741,3.418754,0.020373,18144,7,1.39,1.145,451,60,22521
23:31:52,2.908641,3.453291,0.018003,18144,7,1.35,1.145,451,60,22524
23:31:55,2.866848,3.413964,0.01799,18144,7,1.33,1.145,451,60,22527
23:31:59,2.838241,3.383259,0.017558,24192,7,1.34,1.145,451,60,22531
23:32:02,3.019371,3.563349,0.018857,18144,7,1.31,1.145,451,60,22534
23:32:05,3.351687,3.899523,0.019395,18144,7,1.26,1.145,451,60,22537
23:32:08,4.517567,4.143312,0.020642,20736,8,1.22,1.145,451,60,22540
23:32:11,4.603528,4.225543,0.023769,20736,8,1.33,1.145,451,60,22543
23:32:15,3.358417,3.894934,0.030519,24192,7,1.25,1.145,451,60,22547
23:32:18,3.665539,3.209883,0.019403,18144,7,1.18,1.145,451,60,22550
23:32:21,2.853287,3.400065,0.018568,18144,7,1.24,1.145,451,60,22553
23:32:24,3.033809,3.576769,0.022724,18144,7,1.29,1.145,451,60,22556
23:32:28,3.56208,3.108246,0.022857,24192,7,1.18,1.145,451,60,22560
23:32:31,2.916468,3.466559,0.019401,18144,7,1.29,1.145,451,60,22563
23:32:34,2.971503,3.521591,0.020047,18144,7,1.28,1.145,451,61,22566
23:32:37,3.106833,3.652544,0.023315,18144,7,1.26,1.145,451,61,22569
23:32:40,4.382828,4.008802,0.02245,20736,8,1.49,1.145,451,61,22572
23:32:44,4.240191,3.858032,0.026316,27648,8,1.22,1.145,451,61,22576
23:32:47,3.602246,3.146808,0.018514,18144,7,1.21,1.145,451,61,22579
23:32:50,2.806978,3.350145,0.021377,18144,7,1.33,1.145,451,61,22582
23:32:53,3.814623,3.362941,0.01915,18144,7,1.16,1.145,451,61,22585
23:32:56,4.11619,3.737571,0.022771,20736,8,1.38,1.145,451,61,22588
23:33:00,3.069642,3.615878,0.020609,24192,7,1.37,1.145,451,61,22592
23:33:03,4.164083,3.787053,0.022471,20736,8,1.22,1.145,451,61,22595
23:33:06,3.286851,3.831791,0.019144,18144,7,1.35,1.145,451,61,22598
23:33:09,3.814461,3.36091,0.018427,18144,7,1.33,1.145,451,61,22601
23:33:13,3.563792,3.106897,0.023686,24192,7,1.17,1.145,451,61,22605
23:33:16,3.846625,3.39699,0.01786,18144,7,1.35,1.145,451,61,22608
23:33:19,3.794451,3.342353,0.01806,18144,7,1.3,1.145,451,61,22611
23:33:22,3.158295,3.701019,0.020123,18144,7,1.35,1.146,451,61,22614
23:33:25,3.178949,3.721918,0.020043,18144,7,1.29,1.145,451,61,22617
23:33:29,4.272479,3.896408,0.02459,27648,8,1.3,1.145,451,61,22621
23:33:32,4.311925,3.939576,0.020581,20736,8,1.35,1.145,451,61,22624
23:33:35,3.645422,3.190901,0.019574,18144,7,1.22,1.145,451,61,22627
23:33:38,3.827016,3.371951,0.018745,18144,7,1.14,1.145,451,61,22630
23:33:42,4.204996,3.827867,0.020608,27648,8,1.37,1.145,451,61,22634
23:33:45,4.283878,3.912552,0.021372,20736,8,1.47,1.145,451,61,22637
23:33:48,4.483852,4.109608,0.020605,20736,8,1.27,1.145,451,61,22640
23:33:51,3.693799,3.237498,0.021813,18144,7,1.21,1.145,451,61,22643
23:33:54,4.382398,4.006856,0.021481,20736,8,1.26,1.145,451,61,22646
23:33:58,3.100942,3.639842,0.025682,24192,7,1.29,1.145,451,61,22650
23:34:01,3.070753,3.618219,0.018302,18144,7,1.43,1.145,451,61,22653
23:34:04,3.208403,3.750545,0.022659,18144,7,1.41,1.146,451,61,22656
23:34:07,3.311352,3.858038,0.020307,18144,7,1.2,1.145,451,61,22659
23:34:10,4.48162,4.103775,0.021169,20736,8,1.26,1.145,451,61,22662
23:34:14,4.339014,3.963194,0.020541,27648,8,1.33,1.145,451,61,22666
23:34:17,3.398473,3.945051,0.019376,18144,7,1.17,1.145,451,61,22669
23:34:20,4.521913,4.152932,0.020295,20736,8,1.32,1.145,451,61,22672
23:34:23,4.571719,4.198506,0.02184,20736,8,1.18,1.145,451,61,22675
23:34:27,4.567517,4.192688,0.022464,27648,8,1.27,1.145,451,61,22679
23:34:30,4.490943,4.119419,0.021633,20736,8,1.65,1.145,451,61,22682
23:34:33,4.474355,4.094363,0.023087,20736,8,1.23,1.145,451,61,22685
23:34:36,4.352981,3.98076,0.019737,20736,8,1.24,1.146,451,61,22688
23:34:39,3.531776,3.077506,0.017918,18144,7,3.65,1.145,451,61,22691
23:34:43,3.60705,3.153844,0.018703,24192,7,1.2,1.145,451,61,22695
23:34:46,4.487396,4.110145,0.020431,20736,8,1.15,1.146,451,61,22698
23:34:49,4.316915,3.939636,0.021737,20736,8,1.25,1.146,451,61,22701
23:34:52,3.161627,3.707965,0.020303,18144,7,1.23,1.146,451,61,22704
23:34:56,3.154116,3.705021,0.016744,24192,7,1.25,1.146,451,61,22708
23:34:59,3.045512,3.588773,0.020857,18144,7,1.27,1.146,451,61,22711
23:35:02,3.047766,3.593283,0.018927,18144,7,1.25,1.145,451,61,22714
23:35:05,3.276851,3.820532,0.020241,18144,7,1.16,1.145,451,61,22717
23:35:08,3.869676,3.413563,0.021206,18144,7,1.07,1.145,451,61,22720
23:35:12,4.006334,3.552343,0.02131,24192,7,1.09,1.145,451,61,22724
23:35:15,4.444889,4.065768,0.022958,20736,8,1.31,1.146,451,61,22727
23:35:18,3.63768,3.187869,0.018395,18144,7,1.05,1.146,451,61,22730
23:35:21,2.945042,3.496759,0.01735,18144,7,1.17,1.145,451,61,22733
23:35:24,3.050163,3.596565,0.018496,18144,7,1.26,1.146,451,61,22736
23:35:28,3.009276,3.55325,0.02089,24192,7,1.22,1.146,451,61,22740
23:35:31,3.299212,3.843029,0.020185,18144,7,1.16,1.145,451,61,22743
23:35:34,3.420822,3.967529,0.020752,18144,7,1.2,1.146,451,61,22746
23:35:37,4.534824,4.156852,0.021121,20736,8,1.09,1.146,451,61,22749
23:35:41,4.475572,4.099503,0.021899,27648,8,1.26,1.146,452,61,22753
23:35:44,4.280071,3.900235,0.022995,20736,8,1.13,1.146,452,61,22756
23:35:47,4.191123,3.811313,0.02308,20736,8,1.18,1.146,452,61,22759
23:35:50,4.244931,3.864977,0.023249,20736,8,1.16,1.146,452,61,22762
23:35:53,3.594787,3.142716,0.019247,18144,7,1.17,1.146,452,61,22765
23:35:57,4.340167,3.970212,0.020686,27648,8,1.21,1.146,452,61,22769
23:36:00,4.495356,4.10501,0.033678,20736,8,1.26,1.146,452,61,22772
23:36:03,3.009287,3.559002,0.020012,18144,7,1.12,1.146,452,61,22775
23:36:06,4.503402,4.122041,0.025315,20736,8,1.15,1.146,452,61,22778
23:36:10,3.154675,3.702849,0.018365,24192,7,1.4,1.145,452,61,22782
23:36:13,3.210866,3.754215,0.019524,18144,7,1.23,1.146,452,61,22785
23:36:16,4.372231,3.99916,0.020559,20736,8,1.27,1.146,452,61,22788
23:36:19,4.594084,4.222988,0.019627,20736,8,1.36,1.146,452,61,22791
23:36:22,3.032801,3.575767,0.020312,18144,7,1.17,1.145,452,61,22794
23:36:26,2.977939,3.524023,0.023936,24192,7,1.12,1.146,452,61,22798
23:36:29,3.107445,3.655634,0.017333,18144,7,1.27,1.146,452,61,22801
23:36:32,4.458311,4.080554,0.02257,20736,8,1.12,1.146,452,61,22804
23:36:35,4.610783,4.234058,0.02339,20736,8,1.26,1.146,452,61,22807
23:36:38,3.917915,3.467117,0.017436,18144,7,1.14,1.145,452,61,22810
23:36:42,2.844289,3.389276,0.01902,24192,7,1.12,1.146,452,61,22814
23:36:45,3.067019,3.614379,0.019917,18144,7,1.52,1.146,452,61,22817
23:36:48,3.849168,3.391766,0.021254,18144,7,1.13,1.146,452,61,22820
23:36:51,2.922048,3.469354,0.018619,18144,7,1.27,1.146,452,61,22823
23:36:55,3.823677,3.365185,0.023068,24192,7,1.35,1.146,452,61,22827
23:36:58,2.899784,3.450564,0.017989,18144,7,1.15,1.146,452,61,22830
23:37:01,3.08285,3.626278,0.02062,18144,7,1.32,1.146,452,61,22833
23:37:04,3.457277,3.001949,0.017997,18144,7,1.32,1.146,452,61,22836
23:37:08,4.322132,3.942112,0.024302,27648,8,1.25,1.146,452,61,22840
23:37:11,4.312248,3.931685,0.029921,20736,8,2.24,1.146,452,61,22843
23:37:14,3.679862,3.229279,0.017463,18144,7,1.15,1.146,452,61,22846
23:37:17,3.926559,3.467756,0.021633,18144,7,1.28,1.146,452,61,22849
23:37:20,3.246289,3.789312,0.019747,18144,7,1.27,1.146,452,61,22852
23:37:24,4.283895,3.908548,0.021244,27648,8,1.17,1.146,452,61,22856
23:37:27,4.210588,3.840604,0.01949,20736,8,1.23,1.146,452,61,22859
23:37:30,3.376468,3.920081,0.01883,18144,7,1.21,1.146,452,61,22862
23:37:33,3.822539,3.371462,0.020103,18144,7,1.14,1.146,452,61,22865
23:37:36,3.039464,3.590517,0.017955,18144,7,1.27,1.146,452,61,22868
23:37:40,2.860758,3.405977,0.017792,24192,7,1.2,1.146,452,61,22872
23:37:43,3.222696,3.766431,0.019683,18144,7,1.17,1.146,452,61,22875
23:37:46,3.307026,3.856687,0.019232,18144,7,1.2,1.146,452,61,22878
23:37:49,3.742196,3.294653,0.017654,18144,7,1.31,1.146,452,61,22881
23:37:53,2.976614,3.520775,0.019777,24192,7,1.33,1.146,452,61,22885
23:37:56,3.37156,3.921075,0.019348,18144,7,1.17,1.146,452,61,22888
23:37:59,3.717504,3.259874,0.021009,18144,7,1.14,1.146,452,61,22891
23:38:02,2.974334,3.521896,0.018363,18144,7,1.15,1.146,452,61,22894
23:38:05,2.926596,3.473269,0.02132,18144,7,1.27,1.146,452,61,22897
23:38:09,3.716886,3.262863,0.019579,24192,7,1.22,1.146,452,61,22901
23:38:12,2.995551,3.540716,0.019806,18144,7,1.19,1.146,452,61,22904
23:38:15,3.007188,3.550894,0.0221,18144,7,1.25,1.146,452,61,22907
23:38:18,3.64373,3.188929,0.019133,18144,7,1.12,1.146,452,61,22910
23:38:22,4.168939,3.793994,0.020336,27648,8,1.24,1.146,452,61,22914
23:38:25,3.303377,3.853747,0.017879,18144,7,1.45,1.146,452,61,22917
23:38:28,4.292592,3.921427,0.01988,20736,8,1.21,1.146,452,61,22920
23:38:31,4.191305,3.813535,0.022804,20736,8,1.27,1.146,452,61,22923
23:38:34,2.598079,3.064824,0.016921,15552,6,1.28,1.146,452,61,22926
23:38:38,3.896215,3.446375,0.017443,24192,7,1.12,1.146,452,61,22930
23:38:41,4.271726,3.894924,0.024833,20736,8,1.29,1.146,452,61,22933
23:38:44,3.509173,3.053809,0.021616,18144,7,1.36,1.146,452,61,22936
23:38:47,4.328179,3.948549,0.023649,20736,8,1.27,1.146,452,61,22939
23:38:51,3.003062,3.5484,0.01996,24192,7,1.36,1.146,452,61,22943
23:38:54,3.35199,3.88719,0.027461,18144,7,1.33,1.146,452,61,22946
23:38:57,3.851372,3.396384,0.019935,18144,7,1.19,1.146,452,61,22949
23:39:00,3.838145,3.386742,0.020573,18144,7,1.4,1.146,452,62,22952
23:39:03,3.254512,3.798091,0.019285,18144,7,1.07,1.146,452,62,22955
23:39:07,2.885003,3.428404,0.020452,24192,7,1.32,1.146,452,62,22959
23:39:10,3.124256,3.671555,0.019961,18144,7,1.23,1.146,452,62,22962
23:39:13,4.234002,3.856152,0.021125,20736,8,1.21,1.146,452,62,22965
23:39:16,3.670348,3.213906,0.019651,18144,7,1.32,1.146,452,62,22968
23:39:19,2.82924,3.371876,0.020222,18144,7,1.33,1.146,452,62,22971
