CPU_Utilization Memory_Consumption Current_Time Kafka_Disk_Usage(mb) Topic_Disk_Usage(mb)
4.04 1.093 22:05:29 432 42
4.26 1.093 22:05:32 432 42
3.66 1.093 22:05:36 432 42
7.19 1.093 22:05:39 432 42
6.27 1.093 22:05:43 432 42
3.80 1.093 22:05:47 432 42
3.99 1.093 22:05:51 432 42
4.04 1.093 22:05:54 432 42
3.91 1.093 22:05:57 432 42
3.86 1.093 22:06:01 432 42
4.14 1.093 22:06:04 432 42
4.33 1.093 22:06:08 432 42
3.99 1.093 22:06:11 432 42
4.39 1.093 22:06:15 432 42
4.48 1.093 22:06:18 432 42
4.11 1.093 22:06:22 432 42
4.02 1.093 22:06:25 432 42
3.90 1.093 22:06:29 432 42
6.22 1.093 22:06:32 432 42
4.46 1.093 22:06:36 433 42
4.88 1.093 22:06:39 433 42
5.68 1.093 22:06:43 433 42
4.96 1.093 22:06:46 433 42
5.43 1.093 22:06:50 433 42
5.35 1.093 22:06:54 433 42
5.56 1.093 22:06:57 433 42
4.57 1.093 22:07:01 433 42
4.92 1.093 22:07:05 433 42
7.43 1.093 22:07:08 433 42
5.69 1.093 22:07:12 433 42
5.31 1.093 22:07:15 433 42
5.40 1.093 22:07:19 433 42
5.81 1.093 22:07:23 433 42
5.69 1.093 22:07:26 433 42
5.35 1.093 22:07:30 433 42
5.92 1.093 22:07:33 433 42
6.31 1.093 22:07:37 433 42
5.23 1.093 22:07:41 433 42
5.44 1.093 22:07:44 433 42
6.29 1.093 22:07:48 433 42
5.14 1.093 22:07:52 433 42
5.16 1.093 22:07:55 433 43
4.48 1.093 22:07:59 433 43
5.48 1.093 22:08:03 433 43
4.17 1.093 22:08:06 433 43
5.28 1.093 22:08:10 433 43
5.15 1.093 22:08:13 433 43
5.69 1.093 22:08:17 433 43
5.32 1.093 22:08:21 433 43
5.56 1.093 22:08:24 433 43
6.17 1.093 22:08:28 433 43
5.77 1.093 22:08:31 433 43
5.69 1.093 22:08:35 433 43
5.47 1.093 22:08:39 433 43
5.90 1.093 22:08:42 433 43
4.76 1.093 22:08:46 433 43
4.77 1.093 22:08:50 433 43
5.51 1.093 22:08:53 433 43
5.68 1.093 22:08:57 433 43
5.53 1.093 22:09:01 433 43
5.91 1.093 22:09:04 433 43
5.06 1.093 22:09:08 433 43
5.41 1.093 22:09:11 433 43
5.18 1.093 22:09:15 433 43
4.94 1.093 22:09:18 433 43
6.07 1.093 22:09:22 433 43
5.55 1.093 22:09:26 433 43
5.43 1.093 22:09:29 433 43
6.89 1.093 22:09:33 434 43
5.95 1.093 22:09:37 434 43
6.05 1.093 22:09:40 434 43
6.13 1.093 22:09:44 434 43
6.32 1.093 22:09:47 434 43
4.54 1.093 22:09:51 434 43
6.11 1.093 22:09:55 434 43
5.93 1.093 22:09:58 434 43
4.42 1.093 22:10:02 434 43
5.00 1.093 22:10:05 434 43
4.92 1.093 22:10:09 434 43
4.58 1.093 22:10:13 434 43
4.66 1.093 22:10:16 434 43
6.09 1.093 22:10:20 434 43
4.97 1.093 22:10:24 434 43
4.48 1.093 22:10:27 434 43
5.49 1.093 22:10:31 434 43
5.89 1.093 22:10:34 434 43
4.67 1.093 22:10:38 434 43
5.05 1.093 22:10:42 434 43
5.19 1.093 22:10:45 434 43
4.93 1.093 22:10:49 434 43
5.26 1.093 22:10:52 434 44
4.17 1.093 22:10:56 434 44
4.19 1.093 22:11:00 434 44
4.50 1.093 22:11:03 434 44
4.21 1.093 22:11:06 434 44
4.45 1.093 22:11:10 434 44
4.61 1.093 22:11:13 434 44
4.74 1.093 22:11:17 434 44
4.61 1.093 22:11:20 434 44
4.29 1.093 22:11:24 434 44
4.42 1.093 22:11:27 434 44
4.31 1.093 22:11:31 434 44
4.32 1.093 22:11:34 434 44
4.65 1.093 22:11:38 434 44
5.32 1.093 22:11:41 434 44
5.54 1.093 22:11:45 434 44
5.07 1.093 22:11:49 434 44
5.91 1.093 22:11:52 434 44
5.07 1.093 22:11:56 434 44
5.75 1.093 22:11:59 434 44
5.78 1.093 22:12:03 434 44
4.44 1.093 22:12:07 434 44
4.40 1.093 22:12:10 434 44
4.79 1.093 22:12:14 434 44
4.66 1.093 22:12:17 434 44
5.13 1.093 22:12:21 434 44
5.35 1.093 22:12:24 434 44
4.71 1.093 22:12:28 434 44
5.68 1.093 22:12:31 435 44
5.66 1.093 22:12:35 435 44
5.83 1.093 22:12:38 435 44
5.35 1.093 22:12:42 435 44
4.95 1.093 22:12:46 435 44
5.11 1.093 22:12:49 435 44
5.23 1.093 22:12:53 435 44
5.56 1.093 22:12:56 435 44
5.64 1.093 22:13:00 435 44
5.22 1.093 22:13:03 435 44
5.53 1.093 22:13:07 435 44
5.38 1.093 22:13:10 435 44
5.18 1.093 22:13:14 435 44
6.54 1.093 22:13:17 435 44
5.23 1.093 22:13:21 435 44
5.40 1.093 22:13:25 435 44
5.23 1.093 22:13:28 435 44
5.73 1.093 22:13:32 435 44
5.22 1.093 22:13:36 435 44
5.39 1.093 22:13:39 435 44
5.86 1.093 22:13:43 435 44
4.33 1.093 22:13:46 435 44
4.80 1.093 22:13:50 435 45
6.40 1.093 22:13:54 435 45
4.98 1.093 22:13:57 435 45
5.28 1.093 22:14:01 435 45
4.77 1.093 22:14:04 435 45
5.76 1.093 22:14:08 435 45
4.72 1.093 22:14:12 435 45
4.15 1.093 22:14:15 435 45
4.50 1.093 22:14:19 435 45
5.50 1.093 22:14:23 435 45
4.72 1.093 22:14:26 435 45
5.62 1.093 22:14:30 435 45
5.17 1.093 22:14:33 435 45
5.18 1.093 22:14:37 435 45
4.87 1.093 22:14:41 435 45
4.79 1.093 22:14:44 435 45
5.02 1.093 22:14:48 435 45
5.85 1.093 22:14:52 435 45
5.56 1.093 22:14:55 435 45
5.43 1.093 22:14:59 435 45
5.39 1.093 22:15:03 435 45
5.79 1.093 22:15:06 435 45
5.54 1.093 22:15:10 435 45
5.40 1.093 22:15:13 435 45
5.59 1.093 22:15:17 435 45
6.26 1.093 22:15:21 435 45
5.07 1.093 22:15:24 435 45
6.18 1.093 22:15:28 435 45
4.93 1.093 22:15:32 436 45
4.89 1.093 22:15:35 436 45
5.15 1.093 22:15:39 436 45
5.20 1.093 22:15:43 436 45
4.83 1.093 22:15:46 436 45
4.57 1.093 22:15:50 436 45
5.04 1.093 22:15:54 436 45
5.27 1.093 22:15:57 436 45
5.98 1.093 22:16:01 436 45
5.62 1.093 22:16:05 436 45
4.77 1.093 22:16:08 436 45
4.51 1.093 22:16:12 436 45
3.98 1.093 22:16:15 436 45
4.28 1.093 22:16:19 436 45
4.29 1.093 22:16:22 436 45
4.09 1.093 22:16:26 436 45
4.43 1.093 22:16:29 436 45
4.78 1.093 22:16:33 436 45
3.94 1.093 22:16:36 436 45
4.13 1.093 22:16:39 436 45
4.20 1.093 22:16:43 436 45
4.25 1.093 22:16:46 436 45
3.91 1.093 22:16:50 436 46
4.19 1.093 22:16:53 436 46
3.61 1.093 22:16:57 436 46
5.09 1.093 22:17:00 436 46
5.37 1.093 22:17:04 436 46
5.70 1.093 22:17:07 436 46
5.40 1.093 22:17:11 436 46
5.48 1.093 22:17:14 436 46
5.53 1.093 22:17:18 436 46
4.63 1.093 22:17:21 436 46
5.84 1.093 22:17:25 436 46
5.46 1.093 22:17:28 436 46
5.06 1.093 22:17:32 436 46
5.16 1.093 22:17:36 436 46
9.81 1.093 22:17:39 436 46
5.86 1.093 22:17:43 436 46
39.71 1.093 22:17:46 436 46
4.73 1.093 22:17:50 436 46
5.94 1.093 22:17:54 436 46
4.88 1.093 22:17:57 436 46
5.51 1.094 22:18:01 436 46
5.69 1.093 22:18:04 436 46
5.65 1.093 22:18:08 436 46
5.12 1.089 22:18:11 436 46
5.36 1.089 22:18:15 436 46
4.99 1.089 22:18:18 436 46
5.07 1.089 22:18:22 436 46
5.65 1.089 22:18:26 436 46
5.82 1.089 22:18:29 437 46
6.83 1.089 22:18:33 437 46
5.87 1.089 22:18:36 437 46
5.30 1.089 22:18:40 437 46
5.20 1.089 22:18:43 437 46
5.41 1.089 22:18:47 437 46
5.42 1.089 22:18:50 437 46
5.17 1.089 22:18:54 437 46
5.71 1.089 22:18:57 437 46
4.89 1.089 22:19:01 437 46
5.52 1.089 22:19:05 437 46
7.48 1.089 22:19:08 437 46
5.27 1.089 22:19:12 437 46
5.82 1.089 22:19:15 437 46
4.71 1.089 22:19:19 437 46
5.14 1.089 22:19:22 437 46
5.20 1.089 22:19:26 437 46
5.19 1.089 22:19:29 437 46
6.19 1.089 22:19:33 437 46
5.76 1.089 22:19:36 437 46
5.13 1.089 22:19:40 437 46
5.41 1.089 22:19:43 437 46
5.68 1.089 22:19:47 437 47
4.48 1.089 22:19:50 437 47
5.23 1.089 22:19:54 437 47
5.37 1.089 22:19:57 437 47
5.02 1.089 22:20:01 437 47
5.53 1.089 22:20:05 437 47
5.34 1.089 22:20:08 437 47
5.25 1.089 22:20:12 437 47
5.92 1.089 22:20:15 437 47
6.28 1.089 22:20:19 437 47
6.74 1.089 22:20:22 437 47
5.04 1.089 22:20:26 437 47
5.36 1.089 22:20:29 437 47
5.98 1.089 22:20:33 437 47
5.08 1.089 22:20:37 437 47
5.41 1.089 22:20:40 437 47
5.35 1.089 22:20:44 437 47
6.19 1.089 22:20:47 437 47
4.67 1.089 22:20:51 437 47
5.71 1.089 22:20:54 437 47
5.71 1.089 22:20:58 437 47
5.76 1.089 22:21:01 437 47
5.62 1.089 22:21:05 437 47
5.43 1.089 22:21:08 437 47
5.61 1.089 22:21:12 437 47
8.16 1.089 22:21:15 437 47
3.29 1.089 22:21:19 437 47
4.68 1.089 22:21:22 438 47
4.28 1.089 22:21:26 438 47
4.30 1.089 22:21:29 438 47
5.41 1.089 22:21:33 438 47
4.39 1.089 22:21:36 438 47
4.10 1.089 22:21:39 438 47
4.28 1.089 22:21:43 438 47
4.30 1.089 22:21:46 438 47
4.08 1.089 22:21:50 438 47
3.97 1.089 22:21:53 438 47
4.24 1.089 22:21:57 438 47
3.92 1.089 22:22:00 438 47
4.99 1.089 22:22:03 438 47
5.13 1.089 22:22:07 438 47
4.94 1.089 22:22:11 438 47
5.57 1.089 22:22:14 438 47
5.41 1.089 22:22:18 438 47
5.76 1.089 22:22:21 438 47
5.94 1.089 22:22:25 438 47
6.15 1.089 22:22:28 438 47
8.77 1.089 22:22:32 438 47
6.15 1.089 22:22:35 438 47
5.21 1.089 22:22:39 438 48
5.09 1.089 22:22:42 438 48
5.31 1.089 22:22:46 438 48
4.74 1.089 22:22:49 438 48
4.09 1.089 22:22:53 438 48
3.80 1.089 22:22:56 438 48
4.10 1.089 22:23:00 438 48
4.18 1.089 22:23:03 438 48
3.96 1.089 22:23:06 438 48
3.84 1.089 22:23:10 438 48
3.63 1.089 22:23:13 438 48
3.22 1.089 22:23:17 438 48
3.30 1.089 22:23:20 438 48
3.82 1.089 22:23:23 438 48
3.42 1.089 22:23:27 438 48
3.11 1.089 22:23:30 438 48
4.16 1.089 22:23:33 438 48
4.26 1.089 22:23:37 438 48
3.72 1.089 22:23:40 438 48
3.49 1.089 22:23:43 438 48
3.99 1.089 22:23:47 438 48
3.67 1.089 22:23:50 438 48
4.69 1.089 22:23:53 438 48
4.23 1.089 22:23:57 438 48
4.15 1.089 22:24:00 438 48
3.75 1.089 22:24:03 438 48
3.66 1.089 22:24:07 438 48
3.19 1.089 22:24:10 438 48
3.19 1.089 22:24:14 439 48
4.33 1.089 22:24:17 439 48
3.33 1.089 22:24:20 439 48
3.72 1.089 22:24:24 439 48
3.79 1.089 22:24:27 439 48
8.85 1.089 22:24:30 439 48
4.80 1.089 22:24:34 439 48
5.56 1.089 22:24:38 439 48
5.21 1.089 22:24:41 439 48
4.65 1.089 22:24:45 439 48
4.67 1.089 22:24:48 439 48
4.45 1.089 22:24:52 439 48
4.28 1.089 22:24:55 439 48
4.30 1.089 22:24:58 439 48
5.04 1.089 22:25:02 439 48
4.54 1.089 22:25:05 439 48
4.53 1.089 22:25:09 439 48
4.73 1.089 22:25:12 439 48
4.82 1.089 22:25:15 439 48
5.25 1.089 22:25:19 439 48
5.50 1.089 22:25:22 439 48
5.07 1.089 22:25:26 439 48
4.47 1.089 22:25:29 439 48
5.61 1.089 22:25:33 439 49
4.73 1.089 22:25:36 439 49
5.46 1.089 22:25:40 439 49
4.85 1.089 22:25:43 439 49
4.61 1.089 22:25:46 439 49
5.15 1.089 22:25:50 439 49
4.98 1.089 22:25:53 439 49
4.98 1.089 22:25:57 439 49
5.12 1.089 22:26:01 439 49
4.47 1.089 22:26:04 439 49
3.02 1.089 22:26:16 439 49
2.49 1.089 22:26:19 439 49
7.64 1.089 22:26:23 439 49
2.26 1.089 22:26:26 439 49
3.18 1.089 22:26:29 439 49
2.59 1.089 22:26:32 439 49
2.32 1.089 22:26:36 439 49
2.23 1.089 22:26:39 439 49
3.00 1.089 22:26:42 439 49
2.19 1.089 22:26:45 439 49
2.15 1.089 22:26:49 439 49
2.34 1.089 22:26:52 439 49
2.11 1.089 22:26:55 439 49
2.58 1.089 22:26:58 439 49
2.24 1.089 22:27:02 439 49
2.39 1.089 22:27:05 439 49
2.57 1.089 22:27:08 439 49
2.23 1.089 22:27:11 439 49
2.39 1.089 22:27:14 440 49
2.31 1.089 22:27:18 440 49
2.28 1.089 22:27:21 440 49
2.26 1.089 22:27:24 440 49
2.38 1.089 22:27:27 440 49
2.41 1.089 22:27:31 440 49
2.43 1.089 22:27:34 440 49
2.32 1.089 22:27:37 440 49
2.26 1.089 22:27:40 440 49
2.43 1.089 22:27:44 440 49
2.29 1.089 22:27:47 440 49
2.39 1.089 22:27:50 440 49
2.12 1.089 22:27:53 440 49
2.32 1.089 22:27:57 440 49
2.34 1.089 22:28:00 440 49
2.30 1.089 22:28:03 440 49
2.34 1.089 22:28:06 440 49
2.53 1.089 22:28:10 440 49
2.38 1.089 22:28:13 440 49
2.29 1.089 22:28:16 440 49
2.34 1.089 22:28:19 440 49
2.31 1.089 22:28:23 440 49
2.36 1.089 22:28:26 440 50
2.37 1.089 22:28:29 440 50
2.66 1.089 22:28:32 440 50
2.61 1.089 22:28:36 440 50
2.29 1.089 22:28:39 440 50
2.62 1.089 22:28:42 440 50
2.55 1.089 22:28:45 440 50
2.38 1.089 22:28:49 440 50
2.38 1.089 22:28:52 440 50
2.61 1.089 22:28:55 440 50
2.53 1.089 22:28:58 440 50
2.39 1.089 22:29:02 440 50
2.46 1.089 22:29:05 440 50
2.50 1.089 22:29:08 440 50
2.50 1.089 22:29:11 440 50
2.40 1.089 22:29:15 440 50
2.47 1.089 22:29:18 440 50
3.82 1.089 22:29:21 440 50
2.49 1.089 22:29:24 440 50
2.85 1.089 22:29:28 440 50
2.90 1.089 22:29:31 440 50
2.41 1.089 22:29:34 440 50
2.61 1.089 22:29:37 440 50
2.42 1.089 22:29:41 440 50
2.53 1.089 22:29:44 440 50
2.73 1.089 22:29:47 440 50
2.40 1.089 22:29:50 440 50
2.47 1.089 22:29:54 440 50
2.81 1.089 22:29:57 440 50
2.62 1.089 22:30:00 441 50
2.42 1.089 22:30:03 441 50
2.31 1.089 22:30:07 441 50
2.60 1.089 22:30:10 441 50
2.68 1.089 22:30:13 441 50
2.48 1.089 22:30:16 441 50
3.03 1.089 22:30:20 441 50
2.93 1.089 22:30:23 441 50
2.84 1.089 22:30:26 441 50
3.03 1.089 22:30:29 441 50
3.39 1.089 22:30:33 441 50
2.71 1.089 22:30:36 441 50
2.76 1.089 22:30:39 441 50
3.35 1.089 22:30:43 441 50
2.76 1.089 22:30:46 441 50
2.71 1.089 22:30:49 441 50
2.63 1.089 22:30:52 441 50
3.73 1.089 22:30:56 441 50
2.48 1.089 22:30:59 441 50
2.72 1.089 22:31:02 441 50
2.48 1.089 22:31:05 441 50
2.62 1.089 22:31:09 441 50
2.75 1.089 22:31:12 441 51
2.39 1.089 22:31:15 441 51
2.72 1.089 22:31:18 441 51
2.57 1.089 22:31:22 441 51
2.81 1.089 22:31:25 441 51
2.41 1.089 22:31:28 441 51
2.08 1.089 22:31:31 441 51
2.30 1.089 22:31:35 441 51
2.22 1.089 22:31:38 441 51
2.16 1.089 22:31:41 441 51
2.29 1.089 22:31:44 441 51
2.22 1.089 22:31:48 441 51
2.24 1.089 22:31:51 441 51
1.96 1.089 22:31:54 441 51
2.27 1.089 22:31:57 441 51
2.26 1.089 22:32:00 441 51
2.38 1.089 22:32:04 441 51
2.33 1.089 22:32:07 441 51
2.17 1.089 22:32:10 441 51
2.23 1.089 22:32:13 441 51
2.13 1.089 22:32:17 441 51
2.10 1.089 22:32:20 441 51
2.24 1.089 22:32:23 441 51
2.25 1.089 22:32:26 441 51
2.22 1.089 22:32:29 441 51
3.24 1.089 22:32:33 441 51
1.97 1.089 22:32:36 441 51
2.01 1.089 22:32:39 441 51
2.52 1.089 22:32:42 441 51
2.34 1.089 22:32:46 442 51
2.37 1.089 22:32:48 442 51
2.16 1.089 22:32:51 442 51
2.29 1.089 22:32:54 442 51
2.25 1.089 22:32:57 442 51
2.14 1.089 22:33:01 442 51
2.27 1.089 22:33:04 442 51
2.22 1.089 22:33:07 442 51
2.14 1.089 22:33:10 442 51
2.07 1.089 22:33:14 442 51
2.23 1.089 22:33:17 442 51
2.38 1.089 22:33:20 442 51
2.29 1.089 22:33:23 442 51
2.18 1.089 22:33:27 442 51
2.06 1.089 22:33:30 442 51
2.54 1.089 22:33:33 442 51
2.20 1.089 22:33:36 442 51
2.32 1.089 22:33:39 442 51
2.44 1.089 22:33:43 442 51
2.17 1.089 22:33:46 442 51
2.35 1.089 22:33:49 442 51
2.31 1.089 22:33:52 442 51
2.41 1.089 22:33:56 442 51
2.32 1.089 22:33:59 442 52
2.49 1.089 22:34:02 442 52
2.31 1.089 22:34:05 442 52
2.37 1.089 22:34:09 442 52
2.46 1.089 22:34:12 442 52
2.28 1.089 22:34:15 442 52
2.31 1.089 22:34:18 442 52
2.21 1.089 22:34:21 442 52
2.32 1.089 22:34:25 442 52
2.37 1.089 22:34:28 442 52
2.31 1.089 22:34:31 442 52
2.36 1.089 22:34:34 442 52
2.27 1.089 22:34:37 442 52
2.17 1.089 22:34:41 442 52
2.07 1.089 22:34:44 442 52
2.33 1.089 22:34:47 442 52
2.22 1.089 22:34:50 442 52
2.14 1.089 22:34:54 442 52
2.28 1.09 22:34:57 442 52
2.32 1.089 22:35:00 442 52
2.35 1.089 22:35:03 442 52
2.25 1.089 22:35:06 442 52
2.36 1.089 22:35:09 442 52
2.19 1.089 22:35:12 442 52
2.21 1.089 22:35:15 442 52
2.49 1.089 22:35:18 442 52
2.30 1.089 22:35:22 442 52
2.41 1.089 22:35:25 442 52
2.39 1.089 22:35:28 443 52
2.33 1.089 22:35:31 443 52
2.54 1.089 22:35:35 443 52
2.30 1.089 22:35:38 443 52
2.34 1.089 22:35:41 443 52
2.40 1.089 22:35:44 443 52
2.20 1.089 22:35:47 443 52
2.15 1.089 22:35:51 443 52
2.22 1.089 22:35:54 443 52
2.19 1.089 22:35:57 443 52
2.12 1.089 22:36:00 443 52
2.19 1.089 22:36:04 443 52
2.00 1.089 22:36:07 443 52
2.17 1.089 22:36:10 443 52
2.24 1.089 22:36:13 443 52
2.13 1.089 22:36:16 443 52
2.22 1.09 22:36:20 443 52
2.09 1.089 22:36:23 443 52
2.02 1.089 22:36:26 443 52
2.15 1.089 22:36:29 443 52
2.62 1.089 22:36:33 443 52
2.22 1.089 22:36:36 443 52
2.03 1.089 22:36:39 443 52
2.60 1.089 22:36:42 443 53
2.45 1.089 22:36:46 443 53
2.25 1.089 22:36:49 443 53
2.28 1.089 22:36:52 443 53
2.16 1.089 22:36:55 443 53
2.28 1.089 22:36:58 443 53
2.15 1.09 22:37:02 443 53
2.23 1.089 22:37:05 443 53
2.55 1.089 22:37:08 443 53
2.24 1.089 22:37:11 443 53
2.22 1.089 22:37:15 443 53
2.26 1.089 22:37:18 443 53
2.19 1.089 22:37:21 443 53
2.30 1.089 22:37:24 443 53
2.16 1.089 22:37:27 443 53
2.19 1.089 22:37:31 443 53
2.16 1.089 22:37:34 443 53
2.30 1.089 22:37:37 443 53
2.23 1.089 22:37:40 443 53
2.22 1.089 22:37:43 443 53
2.41 1.089 22:37:47 443 53
2.40 1.089 22:37:50 443 53
2.52 1.089 22:37:53 443 53
2.30 1.089 22:37:56 443 53
2.39 1.089 22:38:00 443 53
2.38 1.089 22:38:03 443 53
2.13 1.089 22:38:06 443 53
2.16 1.089 22:38:09 443 53
2.42 1.089 22:38:13 444 53
2.05 1.089 22:38:16 444 53
2.10 1.089 22:38:19 444 53
2.14 1.089 22:38:22 444 53
2.01 1.089 22:38:25 444 53
2.23 1.089 22:38:29 444 53
2.33 1.089 22:38:32 444 53
2.33 1.089 22:38:35 444 53
2.22 1.089 22:38:38 444 53
2.18 1.089 22:38:42 444 53
2.14 1.089 22:38:45 444 53
2.09 1.089 22:38:48 444 53
2.11 1.089 22:38:51 444 53
2.19 1.089 22:38:55 444 53
2.29 1.089 22:38:58 444 53
2.02 1.089 22:39:01 444 53
2.35 1.089 22:39:04 444 53
2.14 1.089 22:39:07 444 53
2.02 1.089 22:39:11 444 53
1.91 1.089 22:39:14 444 53
2.23 1.089 22:39:17 444 53
2.08 1.089 22:39:20 444 53
2.06 1.089 22:39:23 444 53
2.29 1.089 22:39:27 444 54
2.18 1.089 22:39:31 444 54
2.39 1.089 22:39:34 444 54
2.04 1.089 22:39:37 444 54
2.27 1.089 22:39:41 444 54
2.25 1.089 22:39:44 444 54
2.11 1.089 22:39:47 444 54
2.12 1.089 22:39:50 444 54
2.44 1.089 22:39:54 444 54
2.14 1.089 22:39:57 444 54
2.28 1.089 22:40:00 444 54
2.35 1.089 22:40:03 444 54
2.20 1.089 22:40:06 444 54
2.28 1.089 22:40:10 444 54
2.42 1.089 22:40:13 444 54
2.54 1.09 22:40:16 444 54
2.31 1.089 22:40:19 444 54
2.23 1.089 22:40:23 444 54
2.24 1.089 22:40:26 444 54
2.22 1.089 22:40:29 444 54
2.12 1.089 22:40:32 444 54
2.19 1.089 22:40:36 444 54
0.97 1.089 22:40:39 444 54
2.16 1.089 22:40:42 444 54
2.15 1.089 22:40:45 444 54
2.21 1.089 22:40:49 444 54
2.17 1.089 22:40:52 444 54
2.22 1.089 22:40:55 444 54
2.08 1.089 22:40:58 444 54
2.14 1.089 22:41:00 445 54
2.24 1.089 22:41:04 445 54
2.01 1.089 22:41:07 445 54
2.37 1.089 22:41:10 445 54
2.17 1.089 22:41:13 445 54
2.06 1.089 22:41:17 445 54
1.91 1.089 22:41:20 445 54
2.14 1.089 22:41:23 445 54
2.07 1.089 22:41:26 445 54
2.21 1.089 22:41:29 445 54
2.04 1.089 22:41:33 445 54
2.33 1.089 22:41:36 445 54
2.18 1.089 22:41:39 445 54
2.07 1.089 22:41:42 445 54
2.12 1.089 22:41:46 445 54
2.34 1.089 22:41:49 445 54
2.27 1.089 22:41:52 445 54
2.43 1.089 22:41:55 445 54
2.43 1.089 22:41:58 445 54
2.17 1.089 22:42:02 445 54
2.38 1.089 22:42:05 445 54
2.31 1.089 22:42:08 445 54
2.29 1.089 22:42:11 445 54
2.22 1.089 22:42:15 445 54
2.49 1.089 22:42:18 445 54
2.28 1.09 22:42:21 445 55
2.20 1.089 22:42:24 445 55
2.35 1.089 22:42:28 445 55
2.15 1.089 22:42:31 445 55
2.61 1.089 22:42:34 445 55
2.26 1.089 22:42:37 445 55
2.21 1.089 22:42:40 445 55
2.49 1.089 22:42:44 445 55
2.10 1.089 22:42:47 445 55
2.03 1.089 22:42:50 445 55
1.98 1.089 22:42:53 445 55
2.03 1.089 22:42:57 445 55
2.01 1.089 22:43:00 445 55
2.11 1.089 22:43:03 445 55
2.03 1.089 22:43:06 445 55
1.99 1.089 22:43:10 445 55
2.13 1.089 22:43:13 445 55
2.25 1.089 22:43:16 445 55
2.11 1.089 22:43:19 445 55
2.25 1.089 22:43:22 445 55
2.07 1.089 22:43:26 445 55
1.93 1.09 22:43:29 445 55
1.98 1.089 22:43:32 445 55
2.05 1.089 22:43:35 445 55
2.25 1.089 22:43:39 445 55
1.89 1.09 22:43:42 445 55
3.61 1.089 22:43:45 445 55
2.13 1.089 22:43:48 445 55
1.81 1.089 22:43:51 445 55
1.90 1.089 22:43:55 445 55
2.04 1.089 22:43:58 446 55
2.09 1.089 22:44:01 446 55
2.06 1.089 22:44:04 446 55
2.06 1.089 22:44:08 446 55
2.04 1.089 22:44:11 446 55
2.10 1.089 22:44:14 446 55
1.98 1.089 22:44:17 446 55
1.96 1.089 22:44:20 446 55
2.20 1.089 22:44:24 446 55
1.93 1.09 22:44:27 446 55
2.01 1.09 22:44:30 446 55
1.98 1.089 22:44:33 446 55
2.03 1.089 22:44:37 446 55
1.88 1.089 22:44:40 446 55
2.28 1.089 22:44:43 446 55
2.11 1.089 22:44:46 446 55
2.11 1.089 22:44:49 446 55
1.99 1.089 22:44:53 446 55
2.10 1.089 22:44:56 446 55
2.18 1.089 22:44:59 446 55
2.17 1.089 22:45:02 446 55
2.12 1.089 22:45:06 446 55
2.17 1.089 22:45:09 446 55
2.01 1.089 22:45:12 446 55
2.07 1.089 22:45:15 446 55
2.36 1.089 22:45:18 446 56
2.21 1.089 22:45:22 446 56
2.24 1.089 22:45:25 446 56
2.20 1.089 22:45:28 446 56
2.14 1.089 22:45:31 446 56
2.05 1.089 22:45:35 446 56
1.99 1.089 22:45:38 446 56
1.90 1.089 22:45:41 446 56
2.13 1.089 22:45:44 446 56
1.89 1.089 22:45:47 446 56
2.04 1.089 22:45:51 446 56
2.18 1.089 22:45:54 446 56
2.04 1.089 22:45:57 446 56
2.04 1.09 22:46:00 446 56
2.01 1.089 22:46:04 446 56
1.90 1.089 22:46:07 446 56
1.97 1.089 22:46:10 446 56
2.05 1.089 22:46:13 446 56
1.98 1.089 22:46:16 446 56
2.02 1.089 22:46:20 446 56
2.07 1.089 22:46:23 446 56
2.21 1.089 22:46:26 446 56
2.32 1.089 22:46:29 446 56
2.31 1.089 22:46:32 446 56
2.28 1.089 22:46:36 446 56
2.32 1.089 22:46:39 446 56
2.37 1.089 22:46:42 446 56
2.41 1.09 22:46:45 446 56
2.47 1.089 22:46:49 446 56
2.18 1.089 22:46:52 446 56
2.37 1.089 22:46:55 447 56
2.73 1.089 22:46:58 447 56
2.21 1.089 22:47:01 447 56
2.74 1.091 22:47:05 447 56
2.29 1.091 22:47:08 447 56
2.34 1.091 22:47:11 447 56
2.48 1.091 22:47:14 447 56
2.18 1.091 22:47:18 447 56
3.65 1.091 22:47:21 447 56
2.33 1.091 22:47:24 447 56
2.12 1.09 22:47:27 447 56
2.14 1.09 22:47:30 447 56
2.34 1.09 22:47:34 447 56
2.06 1.09 22:47:37 447 56
1.96 1.09 22:47:40 447 56
2.25 1.09 22:47:43 447 56
2.05 1.09 22:47:47 447 56
2.06 1.09 22:47:50 447 56
2.05 1.09 22:47:53 447 56
2.06 1.09 22:47:56 447 56
2.36 1.09 22:47:59 447 56
2.13 1.09 22:48:03 447 56
2.11 1.09 22:48:06 447 56
1.97 1.09 22:48:09 447 56
2.09 1.09 22:48:12 447 56
2.11 1.09 22:48:16 447 57
2.22 1.09 22:48:19 447 57
2.14 1.09 22:48:22 447 57
1.95 1.09 22:48:25 447 57
2.18 1.09 22:48:28 447 57
1.98 1.09 22:48:32 447 57
2.17 1.09 22:48:35 447 57
2.26 1.09 22:48:38 447 57
2.12 1.09 22:48:41 447 57
3.89 1.09 22:48:45 447 57
2.15 1.09 22:48:48 447 57
2.13 1.09 22:48:51 447 57
2.18 1.09 22:48:54 447 57
2.12 1.09 22:48:57 447 57
2.27 1.09 22:49:01 447 57
