Time,Consuming Time(ms),Producing Time(ms),Response time(ms),Message Size(bytes),CPU Utilization(%),Memory Consumption(gb),Disk Free Space(gb),Brick Space,Kafka Total Space(mb),Topic Space(mb),Total Time (sec)
20:25:47,10.776114,10.134838,75287.08078,69120,1.5,1.032,4.9,103,416,29,4044
20:25:51,10.163014,9.734052,71591.34624,65664,1.49,1.031,4.9,103,416,29,4048
20:25:55,10.815138,9.503945,71659.08681,65664,1.69,1.031,4.9,103,416,29,4052
20:25:59,10.991091,9.771116,71727.16216,65664,1.68,1.031,4.9,103,416,29,4056
20:26:03,11.224919,9.06079,71794.51295,49248,1.58,1.031,4.9,103,416,29,4059
20:26:07,11.495864,9.314214,71862.63074,65664,1.47,1.032,4.9,103,416,29,4063
20:26:11,11.660146,9.495846,71930.72966,65664,1.56,1.032,4.9,103,416,29,4067
20:26:15,11.873014,9.869462,71999.07558,65664,1.57,1.031,4.9,103,416,29,4071
20:26:19,11.572635,9.387476,72066.4141,65664,1.75,1.031,4.9,103,416,29,4075
20:26:23,12.268522,9.461437,72133.41484,65664,1.5,1.032,4.9,103,416,29,4079
20:26:27,12.453295,9.429182,72201.49929,65664,1.5,1.031,4.9,103,416,29,4083
20:26:31,12.659734,9.557148,72269.55413,65664,1.39,1.032,4.9,103,416,29,4087
20:26:35,12.835208,9.568291,72337.97635,65664,1.44,1.032,4.9,103,416,29,4091
20:26:39,12.03559,8.936881,68594.60928,62208,1.5,1.032,4.9,103,416,29,4095
20:26:43,12.59453,9.329078,72473.8276,65664,1.52,1.031,4.9,103,416,29,4099
20:26:47,12.723172,9.713926,72541.82472,65664,1.45,1.032,4.9,103,416,29,4103
20:26:51,12.939454,9.54676,72609.95065,65664,1.35,1.032,4.9,103,416,29,4107
20:26:55,13.620769,9.466639,72677.65194,65664,1.67,1.031,4.9,103,417,29,4111
20:26:59,13.812905,9.527256,72745.87876,65664,1.56,1.031,4.9,103,417,29,4115
20:27:03,12.52614,9.264518,68981.56429,46656,1.38,1.031,4.9,103,417,29,4118
20:27:07,15.176426,10.098208,76717.92568,69120,1.53,1.032,4.9,103,417,29,4122
20:27:11,13.819878,9.786073,72949.76116,65664,1.55,1.032,4.9,103,417,29,4126
20:27:14,13.97336,9.501185,73000.72681,49248,1.46,1.032,4.9,103,417,29,4129
20:27:18,4.691687,9.582868,73068.17867,65664,1.37,1.032,4.9,103,417,29,4133
20:27:22,4.842855,9.308086,69287.28334,62208,1.41,1.032,4.9,103,417,29,4137
20:27:26,5.002468,10.01108,73204.12651,65664,1.32,1.032,4.9,103,417,29,4141
20:27:30,5.796399,9.521451,73271.81907,65664,1.59,1.032,4.9,103,417,29,4145
20:27:34,5.946309,9.675613,73339.64538,65664,1.62,1.032,4.9,103,417,29,4149
20:27:38,6.113888,9.049594,73406.8974,65664,1.36,1.032,4.9,103,417,30,4153
20:27:42,6.292098,9.688807,73475.54533,65664,1.4,1.032,4.9,103,417,30,4157
20:27:46,5.952791,9.619499,73543.12667,65664,1.45,1.032,4.9,103,417,30,4161
20:27:50,7.210529,10.211613,77485.11207,69120,1.51,1.032,4.9,103,417,30,4165
20:27:54,5.729892,9.054074,69800.525,62208,1.48,1.031,4.9,103,417,30,4169
20:27:57,6.959694,9.547017,73729.22476,49248,1.36,1.031,4.9,103,417,30,4172
20:28:01,6.540313,8.961278,69912.85255,15552,1.41,1.032,4.9,103,417,30,4173
20:28:05,6.884729,9.745746,73865.02633,65664,1.75,1.031,4.9,103,417,30,4177
20:28:09,7.535077,9.326875,73932.74391,65664,1.45,1.032,4.9,103,417,30,4181
20:28:13,7.772961,9.466013,74000.69159,65664,1.33,1.032,4.9,103,417,30,4185
20:28:17,7.505418,9.098337,74068.39136,65664,1.42,1.032,4.9,103,417,30,4189
20:28:21,8.217375,9.334384,74135.88012,65664,1.41,1.032,4.9,103,417,30,4193
20:28:25,8.401212,9.245107,74204.27123,65664,1.49,1.032,4.9,103,417,30,4197
20:28:29,7.90911,9.04718,70363.84867,62208,1.44,1.032,4.9,103,417,30,4201
20:28:33,8.302226,9.820428,74340.85258,65664,1.29,1.032,4.9,103,417,30,4205
20:28:37,8.987555,9.761434,74408.58682,65664,1.34,1.032,4.9,103,417,30,4209
20:28:41,8.468374,8.774726,70556.31485,62208,1.37,1.032,4.9,103,417,30,4213
20:28:44,8.810149,9.285407,74527.26455,49248,1.46,1.032,4.9,103,417,30,4216
20:28:48,8.259944,8.932267,70668.86505,62208,1.43,1.032,4.9,103,417,30,4220
20:28:52,8.927791,9.587853,70733.76962,62208,1.32,1.032,4.9,103,417,30,4224
20:28:56,9.872999,9.554814,74731.31006,65664,1.49,1.032,4.9,103,417,30,4228
20:29:00,10.036199,9.939734,74799.50818,0,1.38,1.032,4.9,103,417,30,4228
20:29:04,9.75264,9.558332,74867.25082,65664,1.45,1.032,4.9,103,417,30,4232
20:29:08,10.435385,9.207845,74934.959,65664,1.43,1.032,4.9,103,417,30,4236
20:29:12,9.807413,9.502606,71055.88284,62208,1.43,1.032,4.9,103,417,30,4240
20:29:16,10.799865,9.746095,75070.97995,65664,1.32,1.031,4.9,103,417,30,4244
20:29:20,10.99111,9.482946,75139.18952,65664,1.39,1.031,4.9,103,417,30,4248
20:29:24,11.146188,9.569059,75207.51221,65664,1.62,1.031,4.9,103,418,30,4252
20:29:28,11.31896,9.273802,75274.56111,65664,1.25,1.031,4.9,103,418,30,4256
20:29:31,10.568238,8.911453,71361.63519,46656,1.33,1.031,4.9,103,418,30,4259
20:29:35,11.128774,9.784586,75394.6684,65664,1.47,1.031,4.9,103,418,30,4263
20:29:39,10.930983,9.232792,71490.74573,62208,1.4,1.032,4.9,103,418,30,4267
20:29:43,11.987422,9.479117,75530.21973,65664,1.5,1.032,4.9,103,418,30,4271
20:29:47,12.146653,9.757942,75598.27902,65664,1.52,1.032,4.9,103,418,30,4275
20:29:51,11.383225,8.804513,71683.40464,62208,1.34,1.032,4.9,103,418,30,4279
20:29:55,11.898868,9.485303,75733.9942,65664,1.47,1.032,4.9,103,418,30,4283
20:29:59,12.060255,9.991304,75802.11985,65664,1.39,1.032,4.9,103,418,30,4287
20:30:03,12.209996,9.174347,75869.50096,49248,1.26,1.032,4.9,103,418,30,4290
20:30:07,11.535671,9.161265,71941.2207,62208,1.55,1.032,4.9,103,418,30,4294
20:30:11,13.114145,9.776875,76006.3587,65664,1.28,1.032,4.9,103,418,31,4298
20:30:14,12.719614,9.367335,76056.95986,49248,1.41,1.032,4.9,103,418,31,4301
20:30:18,12.86975,9.339276,76124.92375,65664,1.3,1.032,4.9,103,418,31,4305
20:30:22,12.07234,9.497336,72183.03001,62208,1.24,1.032,4.9,103,418,31,4309
20:30:26,13.762597,9.76909,76260.18236,65664,1.34,1.032,4.9,103,418,31,4313
20:30:30,12.953373,9.308473,72311.40398,62208,1.31,1.032,4.9,103,418,31,4317
20:30:34,13.107985,9.289647,72375.99407,62208,1.45,1.032,4.9,103,418,31,4321
20:30:38,13.753388,9.757445,76464.33201,65664,1.35,1.032,4.9,103,418,31,4325
20:30:42,13.921681,9.788979,76532.35495,65664,1.33,1.032,4.9,103,418,31,4329
20:30:46,4.576688,9.211088,76599.93861,65664,1.42,1.032,4.9,103,418,31,4333
20:30:50,4.764225,9.668352,76668.33944,65664,1.43,1.032,4.9,103,418,31,4337
20:30:54,4.895172,9.347309,72697.78187,62208,1.46,1.032,4.9,103,418,31,4341
20:30:57,5.055191,9.910601,76787.40385,49248,1.24,1.032,4.9,103,418,31,4344
20:31:01,5.76005,9.383824,76854.85086,16416,1.35,1.032,4.9,103,418,31,4345
20:31:05,4.853144,9.237193,72874.57332,62208,1.34,1.032,4.9,103,418,31,4349
20:31:09,6.059707,9.65826,76991.14382,65664,1.44,1.032,4.9,103,418,31,4353
20:31:13,6.35075,9.214577,77058.31801,65664,1.5,1.032,4.9,103,418,31,4357
20:31:17,6.043977,9.62715,77127.14626,65664,1.44,1.032,4.9,103,418,31,4361
20:31:21,5.580194,9.042074,73131.83351,62208,1.3,1.032,4.9,103,418,31,4365
20:31:25,6.215579,8.859088,73195.78512,62208,1.43,1.031,4.9,103,418,31,4369
20:31:29,7.104136,9.84516,77330.8802,65664,1.34,1.032,4.9,103,418,31,4373
20:31:33,7.296685,9.130665,77397.669,65664,1.37,1.032,4.9,103,418,31,4377
20:31:37,7.026168,9.854426,77466.06458,65664,1.47,1.032,4.9,103,418,31,4381
20:31:40,7.643409,9.216649,77516.66827,49248,1.23,1.032,4.9,103,418,31,4384
20:31:44,7.823462,9.409896,77584.78086,65664,1.42,1.032,4.9,103,418,31,4388
20:31:48,8.049608,9.633206,77652.99953,65664,1.42,1.032,4.9,103,418,31,4392
20:31:52,7.523481,9.034587,73629.931,62208,1.3,1.032,4.9,103,418,31,4396
20:31:56,7.674402,9.031225,73694.14445,62208,1.37,1.032,4.9,103,419,31,4400
20:32:00,7.811295,9.099901,73758.61732,0,1.56,1.032,4.9,103,419,31,4400
20:32:04,8.668208,9.287604,77923.98226,65664,1.51,1.032,4.9,103,419,31,4404
20:32:08,8.787175,9.419079,77992.01343,65664,1.44,1.032,4.9,103,419,31,4408
20:32:12,8.250293,9.186302,73951.16265,62208,1.44,1.032,4.9,103,419,31,4412
20:32:16,9.150907,9.769889,78127.82053,65664,1.37,1.032,4.9,103,419,31,4416
20:32:20,8.831151,9.697993,78195.32496,65664,1.26,1.032,4.9,103,419,31,4420
20:32:24,9.466503,9.350447,78263.00308,65664,1.41,1.032,4.9,103,419,31,4424
20:32:27,9.634359,9.383655,78314.13827,49248,1.31,1.031,4.9,103,419,31,4427
20:32:31,9.312807,9.220572,78381.91486,65664,1.48,1.032,4.9,103,419,31,4431
20:32:35,9.995054,9.497989,78450.58406,65664,1.41,1.032,4.9,103,419,31,4435
20:32:39,10.173679,9.847324,78518.80197,65664,1.43,1.032,4.9,103,419,32,4439
20:32:43,10.354979,9.326111,78586.12079,65664,1.36,1.032,4.9,103,419,32,4443
20:32:47,10.487429,9.545007,78654.21451,65664,1.49,1.032,4.9,103,419,32,4447
20:32:51,10.662539,9.338873,78722.11582,65664,1.25,1.032,4.9,103,419,32,4451
20:32:55,11.180706,10.136949,82937.14749,69120,1.43,1.032,4.9,103,419,32,4455
20:32:59,10.529713,9.474323,78857.98985,65664,1.68,1.032,4.9,103,419,32,4459
20:33:03,11.245518,9.975685,78926.6716,49248,1.63,1.032,4.9,103,419,32,4462
20:33:07,10.07886,8.940275,74836.47495,62208,1.61,1.032,4.9,103,419,32,4466
20:33:11,11.090261,9.844107,79062.72718,65664,1.79,1.032,4.9,103,419,32,4470
20:33:15,12.139661,10.076993,83295.26754,69120,1.69,1.032,4.9,103,419,32,4474
20:33:19,11.990967,9.705085,79198.71929,65664,1.8,1.032,4.9,103,419,32,4478
20:33:23,11.255781,9.213596,75094.39315,62208,1.9,1.031,4.9,103,419,32,4482
20:33:27,11.777664,9.421972,79334.65588,65664,1.58,1.032,4.9,103,419,32,4486
20:33:31,11.966153,9.658361,79402.49421,65664,1.51,1.032,4.9,103,419,32,4490
20:33:35,11.326016,8.924459,75287.39437,62208,1.44,1.032,4.9,103,419,32,4494
20:33:39,11.962709,8.906972,75351.40377,62208,1.62,1.032,4.9,103,419,32,4498
20:33:43,13.053621,9.549677,79606.43481,65664,1.47,1.032,4.9,103,419,32,4502
20:33:47,12.766286,9.429592,79673.79306,65664,1.32,1.032,4.9,103,419,32,4506
20:33:51,12.958699,9.675042,79742.09203,65664,1.45,1.032,4.9,103,419,32,4510
20:33:55,12.915338,8.405815,71408.72188,58752,2.07,1.032,4.9,103,419,32,4514
20:33:59,5.498395,9.45891,79877.67653,65664,1.47,1.032,4.9,103,419,32,4518
20:34:03,5.712927,9.614155,79945.78547,49248,1.36,1.032,4.9,103,419,32,4521
20:34:07,6.496625,9.211791,80013.40304,65664,1.3,1.032,4.9,103,419,32,4525
20:34:11,6.677335,9.241596,80081.54832,65664,1.31,1.032,4.9,103,419,32,4529
20:34:15,6.843197,9.559199,80149.81797,65664,1.53,1.032,4.9,103,419,32,4533
20:34:19,6.547245,9.194322,80217.36641,65664,1.34,1.032,4.9,103,419,32,4537
20:34:23,7.26749,9.910566,80286.05964,65664,1.18,1.032,4.9,103,420,32,4541
20:34:27,6.964016,9.708105,80353.74787,65664,1.43,1.032,4.9,103,420,32,4545
20:34:31,7.629676,9.677506,80421.4814,65664,1.3,1.032,4.9,103,420,32,4549
20:34:35,7.195596,8.913151,76252.90811,62208,1.3,1.032,4.9,103,420,32,4553
20:34:39,7.478922,9.343432,80557.34046,65664,1.41,1.032,4.9,103,420,32,4557
20:34:43,7.64964,9.722796,80625.54947,65664,1.34,1.032,4.9,103,420,32,4561
20:34:46,7.748025,9.737819,80676.24572,49248,1.21,1.032,4.9,103,420,32,4564
20:34:50,7.787409,8.972007,76494.75243,62208,1.12,1.032,4.9,103,420,32,4568
20:34:54,8.154786,9.165045,80811.76205,65664,1.37,1.032,4.9,103,420,32,4572
20:34:58,8.803126,9.761495,80880.30859,65664,1.3,1.032,4.9,103,420,32,4576
20:35:02,8.235383,9.165009,76687.745,31104,1.22,1.032,4.9,103,420,32,4578
20:35:06,9.068218,9.694002,81016.38327,65664,1.21,1.032,4.9,103,420,32,4582
20:35:10,8.768363,9.499362,81084.18719,65664,1.6,1.032,4.9,103,420,33,4586
20:35:14,8.968024,9.669184,81152.50221,65664,1.47,1.032,4.9,103,420,33,4590
20:35:18,9.147082,9.812367,81220.749,65664,1.44,1.032,4.9,103,420,33,4594
20:35:22,9.0914,8.71339,77009.66138,62208,1.26,1.032,4.9,103,420,33,4598
20:35:26,8.771512,9.094048,77074.68381,62208,1.23,1.032,4.9,103,420,33,4602
20:35:30,9.69007,9.324847,81424.43448,65664,1.36,1.032,4.9,103,420,33,4606
20:35:34,9.843872,9.551564,81492.40179,65664,1.37,1.032,4.9,103,420,33,4610
20:35:38,10.00506,9.790981,81560.48222,65664,1.13,1.032,4.9,103,420,33,4614
20:35:41,10.609999,9.578215,81611.23313,49248,1.27,1.032,4.9,103,420,33,4617
20:35:45,10.316196,9.132747,81678.78521,65664,1.2,1.032,4.9,103,420,33,4621
20:35:49,9.647728,9.16833,77444.98135,62208,1.52,1.032,4.9,103,420,33,4625
20:35:53,10.605832,9.366906,81814.9315,65664,1.3,1.032,4.9,103,420,33,4629
20:35:57,10.809715,9.677533,81883.02557,65664,1.44,1.032,4.9,103,420,33,4633
20:36:01,10.990184,9.844891,81951.15202,16416,1.41,1.032,4.9,103,420,33,4634
20:36:05,11.147899,9.779788,82019.03656,65664,1.46,1.032,4.9,103,420,33,4638
20:36:09,11.830957,9.390931,82086.76502,65664,1.39,1.032,4.9,103,420,33,4642
20:36:13,11.951878,9.836299,82154.82827,65664,1.33,1.032,4.9,103,420,33,4646
20:36:17,12.10954,9.181791,82221.93808,65664,1.45,1.031,4.9,103,420,33,4650
20:36:21,12.278875,9.719637,82290.8403,65664,1.37,1.031,4.9,103,420,33,4654
20:36:25,11.946021,9.723821,82358.53614,65664,1.32,1.032,4.9,103,420,33,4658
20:36:29,13.010136,9.978275,86764.72143,69120,1.25,1.032,4.9,103,420,33,4662
20:36:32,11.313673,8.940963,78136.27058,46656,1.22,1.032,4.9,103,420,33,4665
20:36:36,12.908615,9.853186,82545.45451,65664,1.44,1.032,4.9,103,420,33,4669
20:36:40,12.592669,9.282346,82613.04928,65664,1.28,1.032,4.9,103,420,33,4673
20:36:44,12.737348,9.286438,82681.25851,65664,1.29,1.032,4.9,103,420,33,4677
20:36:48,12.96766,9.199954,82748.60327,65664,1.33,1.032,4.9,103,420,33,4681
20:36:52,13.220659,9.706313,82817.64338,65664,1.34,1.032,4.9,103,421,33,4685
20:36:56,12.964905,8.93139,78522.40833,62208,1.21,1.031,4.9,103,421,33,4689
20:37:00,13.6624,9.493133,82953.06526,0,1.39,1.031,4.9,103,421,33,4689
20:37:04,13.349772,8.946616,78651.45507,62208,1.4,1.031,4.9,103,421,33,4693
20:37:08,4.519887,9.35591,83089.14896,65664,1.37,1.032,4.9,103,421,33,4697
20:37:12,4.648923,9.241853,78780.62526,62208,1.27,1.032,4.9,103,421,33,4701
20:37:16,4.84036,9.535888,83225.31484,65664,1.38,1.032,4.9,103,421,33,4705
20:37:20,6.023568,10.186426,87676.94207,69120,1.41,1.032,4.9,103,421,33,4709
20:37:23,5.132802,9.855948,83344.51862,49248,1.45,1.032,4.9,103,421,33,4712
20:37:27,5.234882,8.769197,79021.65352,62208,1.25,1.032,4.9,103,421,33,4716
20:37:31,5.518013,9.247806,83479.83699,65664,1.24,1.032,4.9,103,421,33,4720
20:37:35,5.742616,9.766917,83548.1789,65664,1.32,1.032,4.9,103,421,33,4724
20:37:39,5.178746,8.098182,70413.69255,55296,1.42,1.032,4.9,103,421,34,4728
20:37:43,6.134424,9.857269,83684.49721,65664,1.23,1.032,4.9,103,421,34,4732
20:37:47,6.321028,9.307972,83751.70728,65664,1.2,1.032,4.9,103,421,34,4736
20:37:51,7.001841,9.934449,83820.2899,65664,1.35,1.032,4.9,103,421,34,4740
20:37:55,6.693139,9.328272,83887.98674,65664,1.58,1.032,4.9,103,421,34,4744
20:37:59,6.878989,9.388074,83956.23761,65664,1.35,1.032,4.9,103,421,34,4748
20:38:03,7.099475,9.624085,84024.6556,49248,1.18,1.032,4.9,103,421,34,4751
20:38:07,7.826405,9.411208,84092.24265,65664,1.43,1.032,4.9,103,421,34,4755
20:38:10,7.331706,8.943649,79714.53452,46656,1.37,1.032,4.9,103,421,34,4758
20:38:14,7.645339,9.493351,84211.2761,65664,1.32,1.032,4.9,103,421,34,4762
20:38:18,7.641246,9.302849,79843.41448,62208,1.41,1.032,4.9,103,421,34,4766
20:38:22,7.777731,9.222301,79908.05981,62208,1.56,1.032,4.9,103,421,34,4770
20:38:26,7.412414,9.034019,79972.11672,62208,1.59,1.032,4.9,103,421,34,4774
20:38:30,8.754314,9.754402,84483.10963,65664,2.06,1.032,4.9,103,421,34,4778
20:38:34,8.43936,10.202944,84550.80643,65664,1.9,1.032,4.9,103,421,34,4782
20:38:38,9.144897,9.70055,84619.68643,65664,1.6,1.032,4.9,103,421,34,4786
20:38:42,8.600725,8.972658,80230.28015,62208,1.61,1.032,4.9,103,421,34,4790
20:38:47,9.079443,9.467779,84772.51028,82080,1.4,1.032,4.9,103,421,34,4795
20:38:50,9.710439,9.321319,84823.23929,49248,1.49,1.032,4.9,103,421,34,4798
20:38:54,9.350842,9.858878,84891.51366,65664,1.48,1.032,4.9,103,421,34,4802
20:38:58,8.70997,9.249274,80487.49176,62208,1.42,1.032,4.9,103,421,34,4806
20:39:02,10.12394,9.874175,85027.04052,32832,1.24,1.032,4.9,103,421,34,4808
20:39:06,9.772751,9.319107,85094.58978,65664,1.26,1.032,4.9,103,421,34,4812
20:39:10,9.886746,9.804173,85162.85484,65664,1.3,1.032,4.9,103,421,34,4816
20:39:14,10.536983,9.437607,85230.62767,65664,1.5,1.032,4.9,103,421,34,4820
20:39:18,10.200293,9.987969,85299.28288,65664,1.33,1.032,4.9,103,421,34,4824
20:39:22,10.862987,9.475256,85367.21896,65664,1.24,1.032,4.9,103,422,34,4828
20:39:26,9.730878,9.173745,80938.8518,62208,1.28,1.032,4.9,103,422,34,4832
20:39:30,11.211418,9.846559,85503.72764,65664,1.36,1.032,4.9,103,422,34,4836
20:39:34,11.412389,9.191265,85570.81851,65664,1.54,1.032,4.9,103,422,34,4840
20:39:37,11.500009,9.217933,85622.092,49248,1.24,1.032,4.9,103,422,34,4843
20:39:41,11.687204,9.475438,85690.31945,65664,1.4,1.032,4.9,103,422,34,4847
20:39:45,11.37,9.057742,85757.87026,65664,1.31,1.032,4.9,103,422,34,4851
20:39:49,10.652804,9.207313,81309.10939,62208,1.39,1.032,4.9,103,422,34,4855
20:39:53,11.698273,9.518738,85893.77055,65664,1.26,1.032,4.9,103,422,34,4859
20:39:57,12.367416,9.213534,85961.62276,65664,1.41,1.032,4.9,103,422,34,4863
20:40:01,12.013163,9.547764,86029.8438,16416,1.24,1.032,4.9,103,422,34,4864
20:40:05,12.174496,9.827525,86098.04497,65664,1.57,1.032,4.9,103,422,34,4868
20:40:09,11.405691,8.957072,81630.48805,62208,1.32,1.032,4.9,103,422,35,4872
20:40:13,12.517562,9.904807,86234.21237,65664,1.36,1.032,4.9,103,422,35,4876
20:40:17,12.713277,9.31592,86301.64001,65664,1.26,1.032,4.9,103,422,35,4880
20:40:20,12.819819,9.55935,86352.78084,49248,1.4,1.032,4.9,103,422,35,4883
20:40:24,12.965575,9.606001,86420.72169,65664,1.38,1.032,4.9,103,422,35,4887
20:40:28,13.627396,9.567234,86488.54223,65664,1.26,1.032,4.9,103,422,35,4891
20:40:32,12.30354,9.118724,82000.84461,62208,1.33,1.032,4.9,103,422,35,4895
20:40:36,13.940365,9.880675,86625.09212,65664,1.41,1.032,4.9,103,422,35,4899
20:40:40,14.129216,9.101302,86692.43862,65664,1.36,1.032,4.9,103,422,35,4903
20:40:44,13.352472,9.203483,82194.42247,62208,1.55,1.032,4.9,103,422,35,4907
20:40:48,14.502386,9.058976,86828.59863,65664,1.34,1.032,4.9,103,422,35,4911
20:40:52,5.222816,9.612983,86897.15852,65664,1.51,1.032,4.9,103,422,35,4915
20:40:56,5.387564,9.921365,86965.15338,65664,1.28,1.032,4.9,103,422,35,4919
20:41:00,5.112881,9.983837,87032.7473,0,1.48,1.032,4.9,103,422,35,4919
20:41:04,5.818716,9.643879,87100.5758,65664,1.3,1.032,4.9,103,422,35,4923
20:41:07,5.938763,9.752195,87151.84117,49248,1.34,1.032,4.9,103,422,35,4926
20:41:11,6.109829,9.21598,87219.20995,65664,1.29,1.031,4.9,103,422,35,4930
20:41:15,5.73088,9.000027,82693.45952,62208,1.3,1.032,4.9,103,422,35,4934
20:41:19,6.467861,9.434037,87355.04324,65664,1.44,1.032,4.9,103,422,35,4938
20:41:23,6.141851,9.057332,87422.8108,65664,1.29,1.031,4.9,103,422,35,4942
20:41:27,6.951134,9.976605,92095.76954,69120,1.25,1.032,4.9,103,422,35,4946
20:41:31,6.523235,9.268389,87558.75486,65664,1.15,1.032,4.9,103,422,35,4950
20:41:35,7.837365,9.986002,92238.70131,69120,1.39,1.032,4.9,103,422,35,4954
20:41:39,6.214456,8.8537,83079.1889,62208,1.42,1.032,4.9,103,422,35,4958
20:41:43,7.054699,9.887827,87763.23068,65664,1.22,1.032,4.9,103,422,35,4962
20:41:47,7.225304,9.22776,87830.52629,65664,1.26,1.032,4.9,103,422,35,4966
20:41:51,8.015883,10.150475,92525.42578,69120,1.36,1.032,4.9,103,423,35,4970
20:41:54,7.513233,9.47795,87950.10993,49248,1.53,1.032,4.9,103,423,35,4973
20:41:58,7.727483,9.56156,88018.17073,65664,1.44,1.032,4.9,103,423,35,4977
20:42:02,7.758933,9.098989,83450.28474,31104,1.36,1.032,4.9,103,423,35,4979
20:42:06,7.436596,9.102228,83514.61288,62208,1.42,1.032,4.9,103,423,35,4983
20:42:10,8.80333,9.615123,88222.21377,65664,1.45,1.032,4.9,103,423,35,4987
20:42:14,8.452218,9.416718,88290.00784,65664,1.3,1.032,4.9,103,423,35,4991
20:42:18,9.20393,9.175252,88357.89008,65664,1.28,1.032,4.9,103,423,35,4995
20:42:22,8.897129,9.531785,88426.20701,65664,1.41,1.032,4.9,103,423,35,4999
20:42:26,9.588821,9.436956,88493.93487,65664,1.42,1.032,4.9,103,423,35,5003
20:42:30,9.738583,9.524472,88561.9549,65664,1.31,1.032,4.9,103,423,35,5007
20:42:34,9.149115,8.925356,83964.87751,62208,1.33,1.032,4.9,103,423,35,5011
20:42:37,9.283793,8.770086,84013.12069,46656,1.23,1.032,4.9,103,423,36,5014
20:42:41,9.428698,9.160905,84077.52356,62208,1.32,1.032,4.9,103,423,36,5018
20:42:45,9.624963,8.92823,84142.1075,62208,1.3,1.032,4.9,103,423,36,5022
20:42:49,9.28538,9.023758,84206.38267,62208,1.25,1.032,4.9,103,423,36,5026
20:42:53,11.09388,10.003781,93634.49679,69120,1.25,1.032,4.9,103,423,36,5030
20:42:57,10.928961,9.735973,89020.81011,65664,1.47,1.032,4.9,103,423,36,5034
20:43:01,11.42447,10.220729,93777.40851,17280,1.24,1.031,4.9,103,423,36,5035
20:43:05,10.808336,9.805266,89156.13288,65664,1.34,1.031,4.9,103,423,36,5039
20:43:09,10.969101,9.942783,89224.4909,65664,1.35,1.031,4.9,103,423,36,5043
20:43:13,11.233496,9.787856,89292.76014,65664,1.47,1.032,4.9,103,423,36,5047
20:43:17,11.405821,9.172514,89359.75885,65664,1.27,1.032,4.9,103,423,36,5051
20:43:20,12.021696,9.446644,89411.34116,49248,1.27,1.032,4.9,103,423,36,5054
20:43:24,11.670765,9.476124,89478.90481,65664,1.29,1.032,4.9,103,423,36,5058
20:43:28,11.843627,9.442534,89547.08195,65664,1.76,1.032,4.9,103,423,36,5062
20:43:32,11.611141,9.041633,84898.37048,62208,1.59,1.032,4.9,103,423,36,5066
20:43:36,11.273995,8.942327,84962.44203,62208,1.64,1.031,4.9,103,423,36,5070
20:43:40,12.871226,9.543819,89750.94861,65664,1.59,1.032,4.9,103,423,36,5074
20:43:44,12.627672,9.324176,89818.90369,65664,1.66,1.031,4.9,103,423,36,5078
20:43:49,12.845113,9.735163,89904.16356,82080,1.65,1.032,4.9,103,423,36,5083
20:43:53,13.030804,9.515472,89972.39799,65664,1.63,1.032,4.9,103,423,36,5087
20:43:57,13.73056,9.553261,90039.91911,65664,1.66,1.032,4.9,103,423,36,5091
20:44:01,13.440494,10.062126,90108.59089,16416,1.55,1.032,4.9,103,423,36,5092
20:44:05,13.658951,9.179197,90175.79158,65664,1.59,1.032,4.9,103,423,36,5096
20:44:09,13.803596,9.434065,90244.11091,65664,1.92,1.031,4.9,103,423,36,5100
20:44:13,5.021506,9.826155,90312.16199,65664,1.57,1.031,4.9,103,423,36,5104
20:44:17,4.661352,9.218888,85623.10053,62208,1.57,1.031,4.9,103,423,36,5108
20:44:21,5.349909,9.341025,90447.68896,65664,1.47,1.031,4.9,103,424,36,5112
20:44:25,5.026059,8.971321,85752.59633,62208,1.54,1.031,4.9,103,424,36,5116
20:44:29,5.776222,9.332419,90583.98494,65664,1.77,1.032,4.9,103,424,36,5120
20:44:33,5.974355,11.038997,95422.84733,69120,1.31,1.031,4.9,103,424,36,5124
20:44:37,5.578409,9.441109,90719.12152,65664,1.81,1.031,4.9,103,424,36,5128
20:44:41,6.239808,9.214746,90786.74048,65664,1.65,1.031,4.9,103,424,36,5132
20:44:45,7.016492,9.974931,95637.02322,69120,3.17,1.032,4.9,103,424,36,5136
20:44:49,5.561253,8.983544,86138.02174,62208,1.31,1.031,4.9,103,424,36,5140
20:44:53,6.89345,9.91246,95780.22376,69120,1.23,1.032,4.9,119,424,36,5144
20:44:57,6.464419,9.3777,91059.07429,65664,1.56,1.032,4.9,119,424,36,5148
20:45:01,6.620013,9.372897,91127.27498,16416,1.37,1.031,4.9,119,424,36,5149
20:45:05,6.782458,9.279316,91195.41561,65664,1.32,1.031,4.9,119,424,37,5153
20:45:09,6.934815,9.581249,91263.45868,65664,1.37,1.032,4.9,119,424,37,5157
20:45:12,7.546316,9.602382,91313.82519,49248,1.4,1.031,4.9,119,424,37,5160
20:45:16,6.5253,8.876384,86572.4905,62208,1.29,1.032,4.9,119,424,37,5164
20:45:20,7.385489,9.22496,91449.78895,65664,1.32,1.032,4.9,119,424,37,5168
20:45:24,8.048072,9.821663,91518.3856,65664,1.25,1.031,4.9,119,424,37,5172
20:45:28,7.68065,9.358032,91586.13066,65664,1.4,1.032,4.9,119,424,37,5176
20:45:32,7.650498,9.072694,86830.35756,62208,1.33,1.032,4.9,119,424,37,5180
